sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_166466,Yes,No,Consensus,0.713,0.0815610289573669,Both,N/A,N/A,N/A
k141_88922,Yes,No,Consensus,0.593,0.015436346642673,Both,N/A,N/A,N/A
k141_126417,Yes,No,Consensus,0.507,5.030713964515599e-06,Both,N/A,N/A,N/A
k141_30560,Yes,No,Consensus,0.98,0.1496253013610839,Both,N/A,N/A,N/A
k141_65238,Yes,No,Consensus,0.62,0.000274371006526,Both,N/A,N/A,N/A
NODE_6725_length_1040_cov_1.408122,No,Yes,Consensus,N/A,N/A,N/A,0.78,0.0076582627370953,Both
k141_92147,Yes,No,Consensus,0.987,0.4084933996200561,Both,N/A,N/A,N/A
k141_173168,Yes,No,Consensus,0.947,0.0001456282770959,Both,N/A,N/A,N/A
k141_92596,Yes,No,Consensus,0.72,0.0016675610095262,Both,N/A,N/A,N/A
k141_5988,Yes,No,Consensus,0.507,0.1797607988119125,Both,N/A,N/A,N/A
k141_60869,Yes,No,Consensus,,0.5536593794822693,Both,N/A,N/A,N/A
k141_162492,Yes,No,Consensus,0.807,0.0054944166913628,Both,N/A,N/A,N/A
k141_12235,Yes,No,Consensus,0.607,0.0120110381394624,Both,N/A,N/A,N/A
k141_47864,Yes,No,Consensus,0.553,0.0453229956328868,Both,N/A,N/A,N/A
k141_7869,Yes,No,Consensus,0.92,0.0012804460711777,Both,N/A,N/A,N/A
NODE_4277_length_1178_cov_1.243099,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.0030765878036618,Both
k141_1567,Yes,No,Consensus,0.727,0.9965659379959106,Both,N/A,N/A,N/A
k141_134780,Yes,No,Consensus,0.953,0.0014355201274156,Both,N/A,N/A,N/A
k141_90713,Yes,No,Consensus,0.52,4.943774911225773e-05,Both,N/A,N/A,N/A
k141_132657,Yes,No,Consensus,0.967,0.0059740529395639,Both,N/A,N/A,N/A
k141_100760,Yes,No,Consensus,0.96,0.1966714560985565,Both,N/A,N/A,N/A
k141_71503,Yes,No,Consensus,0.573,1.5408517128889798e-07,Both,N/A,N/A,N/A
k141_5246,Yes,No,Consensus,0.567,0.041231133043766,Both,N/A,N/A,N/A
k141_152498,Yes,No,Consensus,0.927,8.541476563550532e-05,Both,N/A,N/A,N/A
k141_76004,Yes,No,Consensus,0.827,0.0538735762238502,Both,N/A,N/A,N/A
k141_65349,Yes,No,Consensus,0.6,0.0045988666824996,Both,N/A,N/A,N/A
k141_153055,Yes,No,Consensus,0.953,0.0115943886339664,Both,N/A,N/A,N/A
NODE_1049_length_1732_cov_2.795468,No,Yes,Consensus,N/A,N/A,N/A,,0.999997079372406,Both
NODE_1591_length_1538_cov_1.581254,No,Yes,Consensus,N/A,N/A,N/A,0.94,0.6057766675949097,Both
k141_43353,Yes,No,Consensus,0.74,6.595915328944102e-05,Both,N/A,N/A,N/A
k141_109848,Yes,No,Consensus,0.527,0.988128900527954,Both,N/A,N/A,N/A
k141_119013,Yes,No,Consensus,0.967,0.0358787849545478,Both,N/A,N/A,N/A
NODE_4470_length_1164_cov_2.339946,No,Yes,Consensus,N/A,N/A,N/A,,0.2320659011602401,Both
NODE_1867_length_1478_cov_7.661982,No,Yes,Consensus,N/A,N/A,N/A,0.94,0.0442560575902462,Both
k141_60104,Yes,No,Consensus,0.667,0.0049667311832308,Both,N/A,N/A,N/A
k141_155285,Yes,No,Consensus,0.547,0.0003678588545881,Both,N/A,N/A,N/A
k141_144970,Yes,No,Consensus,,0.0005299288313835,Both,N/A,N/A,N/A
k141_13332,Yes,No,Consensus,0.993,0.2593275010585785,Both,N/A,N/A,N/A
k141_99081,Yes,No,Consensus,0.933,0.0014011900639161,Both,N/A,N/A,N/A
k141_58613,Yes,No,Consensus,0.907,1.0492964065633714e-05,Both,N/A,N/A,N/A
k141_32187,Yes,No,Consensus,0.867,0.0242277700453996,Both,N/A,N/A,N/A
k141_143097,Yes,No,Consensus,0.96,0.3015065491199493,Both,N/A,N/A,N/A
NODE_5770_length_1083_cov_1.194553,No,Yes,Consensus,N/A,N/A,N/A,0.56,0.4667692482471466,Both
k141_138369,Yes,No,Consensus,0.913,0.0002646234643179,Both,N/A,N/A,N/A
k141_103892,Yes,No,Consensus,0.993,0.0038624959997832,Both,N/A,N/A,N/A
k141_61297,Yes,No,Consensus,0.887,0.8834431767463684,Both,N/A,N/A,N/A
k141_136512,Yes,No,Consensus,0.58,0.4228792786598205,Both,N/A,N/A,N/A
k141_142839,Yes,No,Consensus,,0.2268248200416565,Both,N/A,N/A,N/A
k141_8589,Yes,No,Consensus,0.78,0.0298247821629047,Both,N/A,N/A,N/A
k141_27808,Yes,No,Consensus,0.593,0.0002771063009276,Both,N/A,N/A,N/A
k141_81041,Yes,No,Consensus,,0.0001698061969364,Both,N/A,N/A,N/A
k141_101388,Yes,No,Consensus,0.667,0.0048971595242619,Both,N/A,N/A,N/A
k141_43627,Yes,No,Consensus,0.993,0.0930078476667404,Both,N/A,N/A,N/A
k141_94957,Yes,No,Consensus,0.767,0.0777840837836265,Both,N/A,N/A,N/A
k141_118963,Yes,No,Consensus,0.853,5.060063358541811e-06,Both,N/A,N/A,N/A
k141_26856,Yes,No,Consensus,0.687,0.057028017938137,Both,N/A,N/A,N/A
k141_148830,Yes,No,Consensus,0.867,0.0312181934714317,Both,N/A,N/A,N/A
k141_94633,Yes,No,Consensus,0.5,6.881742820041836e-08,Both,N/A,N/A,N/A
k141_19013,Yes,No,Consensus,0.693,0.134738028049469,Both,N/A,N/A,N/A
k141_175162,Yes,No,Consensus,,0.1767407208681106,Both,N/A,N/A,N/A
k141_64563,Yes,No,Consensus,,1.1070551408920437e-07,Both,N/A,N/A,N/A
k141_10548,Yes,No,Consensus,0.987,5.5739281634714644e-08,Both,N/A,N/A,N/A
k141_141,Yes,No,Consensus,0.733,0.8838955163955688,Both,N/A,N/A,N/A
NODE_526_length_2115_cov_3.394660,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9907414317131042,Both
k141_125437,Yes,No,Consensus,1.0,6.759462121408433e-05,Both,N/A,N/A,N/A
k141_28924,Yes,No,Consensus,0.973,0.0097278524190187,Both,N/A,N/A,N/A
k141_122664,Yes,No,Consensus,0.847,0.0327517837285995,Both,N/A,N/A,N/A
k141_136825,Yes,No,Consensus,0.867,1.3689566003449729e-05,Both,N/A,N/A,N/A
k141_108769,Yes,No,Consensus,0.5,4.554916813503951e-06,Both,N/A,N/A,N/A
k141_135264,Yes,No,Consensus,0.98,0.0174828134477138,Both,N/A,N/A,N/A
k141_49492,Yes,No,Consensus,0.673,0.0028771257493644,Both,N/A,N/A,N/A
k141_58626,Yes,No,Consensus,0.793,0.0264428257942199,Both,N/A,N/A,N/A
k141_48774,Yes,No,Consensus,0.993,0.0037708838935941,Both,N/A,N/A,N/A
k141_13281,Yes,No,Consensus,0.613,5.442842302727513e-05,Both,N/A,N/A,N/A
k141_159667,Yes,No,Consensus,0.74,0.033616192638874,Both,N/A,N/A,N/A
k141_91125,Yes,No,Consensus,0.66,0.0770648345351219,Both,N/A,N/A,N/A
k141_153286,Yes,No,Consensus,0.647,0.0022965758107602,Both,N/A,N/A,N/A
k141_95021,Yes,No,Consensus,0.76,0.2851490974426269,Both,N/A,N/A,N/A
k141_153168,Yes,No,Consensus,1.0,0.2353729009628296,Both,N/A,N/A,N/A
k141_138077,Yes,No,Consensus,0.84,1.3949062349638552e-07,Both,N/A,N/A,N/A
k141_46397,Yes,No,Consensus,0.847,7.672499486943707e-05,Both,N/A,N/A,N/A
k141_13683,Yes,No,Consensus,0.96,0.0153695102781057,Both,N/A,N/A,N/A
k141_115818,Yes,No,Consensus,0.64,0.0011175582185387,Both,N/A,N/A,N/A
k141_15392,Yes,No,Consensus,0.987,9.054637928329613e-08,Both,N/A,N/A,N/A
k141_128328,Yes,No,Consensus,0.987,0.3262000679969787,Both,N/A,N/A,N/A
k141_140393,Yes,No,Consensus,0.52,0.0021639647893607,Both,N/A,N/A,N/A
k141_12420,Yes,No,Consensus,0.993,5.2638124969917044e-08,Both,N/A,N/A,N/A
k141_102873,Yes,No,Consensus,0.813,0.4295321404933929,Both,N/A,N/A,N/A
k141_79921,Yes,No,Consensus,0.927,0.8690940141677856,Both,N/A,N/A,N/A
k141_9603,Yes,No,Consensus,0.827,0.0038700238801538,Both,N/A,N/A,N/A
k141_26939,Yes,No,Consensus,0.913,8.196609269361943e-05,Both,N/A,N/A,N/A
k141_108297,Yes,No,Consensus,0.96,0.0006897026905789,Both,N/A,N/A,N/A
k141_74830,Yes,No,Consensus,0.533,0.4643035531044006,Both,N/A,N/A,N/A
k141_56745,Yes,No,Consensus,0.913,0.0007592351175844,Both,N/A,N/A,N/A
k141_88959,Yes,No,Consensus,0.867,9.772838893695734e-07,Both,N/A,N/A,N/A
k141_89771,Yes,No,Consensus,0.827,0.0322414338588714,Both,N/A,N/A,N/A
k141_4343,Yes,No,Consensus,0.987,0.1440943330526352,Both,N/A,N/A,N/A
k141_109533,Yes,No,Consensus,,0.2457932829856872,Both,N/A,N/A,N/A
k141_154497,Yes,No,Consensus,1.0,0.3895324766635895,Both,N/A,N/A,N/A
k141_50810,Yes,No,Consensus,0.96,0.0002950239868368,Both,N/A,N/A,N/A
k141_90306,Yes,No,Consensus,0.987,0.0732481256127357,Both,N/A,N/A,N/A
k141_151673,Yes,No,Consensus,1.0,0.7128375768661499,Both,N/A,N/A,N/A
k141_172072,Yes,No,Consensus,1.0,0.2008441835641861,Both,N/A,N/A,N/A
k141_27624,Yes,No,Consensus,0.893,0.0458305403590202,Both,N/A,N/A,N/A
k141_7085,Yes,No,Consensus,0.847,0.0001246053579961,Both,N/A,N/A,N/A
k141_169589,Yes,No,Consensus,0.867,2.826125410138048e-06,Both,N/A,N/A,N/A
k141_158480,Yes,No,Consensus,0.947,0.012770103290677,Both,N/A,N/A,N/A
k141_111793,Yes,No,Consensus,0.66,0.9999855756759644,Both,N/A,N/A,N/A
k141_132320,Yes,No,Consensus,0.9,0.1545109748840332,Both,N/A,N/A,N/A
k141_115426,Yes,No,Consensus,0.987,0.9997957348823548,Both,N/A,N/A,N/A
k141_102093,Yes,No,Consensus,0.573,0.0003744351561181,Both,N/A,N/A,N/A
k141_120509,Yes,No,Consensus,0.94,0.1189989820122718,Both,N/A,N/A,N/A
k141_64114,Yes,No,Consensus,0.967,0.4854508638381958,Both,N/A,N/A,N/A
NODE_4365_length_1171_cov_2.240143,No,Yes,Consensus,N/A,N/A,N/A,0.86,0.0842672809958458,Both
k141_4702,Yes,No,Consensus,0.813,0.0180894248187541,Both,N/A,N/A,N/A
k141_4520,Yes,No,Consensus,0.98,0.0033913222141563,Both,N/A,N/A,N/A
k141_161812,Yes,No,Consensus,0.553,0.1263445764780044,Both,N/A,N/A,N/A
k141_178130,Yes,No,Consensus,0.907,0.0002019354869844,Both,N/A,N/A,N/A
k141_68135,Yes,No,Consensus,0.867,0.2294862419366836,Both,N/A,N/A,N/A
k141_53487,Yes,No,Consensus,0.74,0.3661711513996124,Both,N/A,N/A,N/A
k141_148020,Yes,No,Consensus,0.747,0.0067891827784478,Both,N/A,N/A,N/A
k141_135292,Yes,No,Consensus,0.52,0.0074580525979399,Both,N/A,N/A,N/A
k141_63436,Yes,No,Consensus,0.807,0.1584598869085312,Both,N/A,N/A,N/A
NODE_5394_length_1103_cov_1.584924,No,Yes,Consensus,N/A,N/A,N/A,0.687,0.0036092931404709,Both
k141_117814,Yes,No,Consensus,0.793,0.0119784651324152,Both,N/A,N/A,N/A
k141_162419,Yes,No,Consensus,0.707,1.317561327596195e-05,Both,N/A,N/A,N/A
k141_45702,Yes,No,Consensus,0.993,0.0014490998582914,Both,N/A,N/A,N/A
k141_169265,Yes,No,Consensus,,0.3753652274608612,Both,N/A,N/A,N/A
k141_178114,Yes,No,Consensus,0.98,0.0016816216520965,Both,N/A,N/A,N/A
k141_36705,Yes,No,Consensus,0.7,0.0012710203882306,Both,N/A,N/A,N/A
NODE_7126_length_1024_cov_1.636739,No,Yes,Consensus,N/A,N/A,N/A,0.547,0.7961000204086304,Both
k141_54186,Yes,No,Consensus,0.82,0.0012695824261754,Both,N/A,N/A,N/A
k141_70368,Yes,No,Consensus,1.0,0.0002724098740145,Both,N/A,N/A,N/A
k141_142979,Yes,No,Consensus,0.993,0.7498438358306885,Both,N/A,N/A,N/A
k141_56192,Yes,No,Consensus,0.56,0.1262206733226776,Both,N/A,N/A,N/A
k141_35183,Yes,No,Consensus,0.953,0.1318588256835937,Both,N/A,N/A,N/A
k141_130636,Yes,No,Consensus,0.547,0.0709484666585922,Both,N/A,N/A,N/A
k141_138407,Yes,No,Consensus,0.92,0.1765681654214859,Both,N/A,N/A,N/A
NODE_899_length_1815_cov_3.532386,No,Yes,Consensus,N/A,N/A,N/A,0.827,0.5057117938995361,Both
NODE_6314_length_1057_cov_1.453094,No,Yes,Consensus,N/A,N/A,N/A,0.993,8.797202463028952e-05,Both
k141_175899,Yes,No,Consensus,0.693,0.0750833973288536,Both,N/A,N/A,N/A
k141_61533,Yes,No,Consensus,0.993,0.9951663017272948,Both,N/A,N/A,N/A
NODE_1822_length_1486_cov_2.360587,No,Yes,Consensus,N/A,N/A,N/A,0.66,2.403667451744696e-07,Both
k141_71043,Yes,No,Consensus,0.747,0.0068318219855427,Both,N/A,N/A,N/A
k141_139379,Yes,No,Consensus,0.973,0.3241784870624542,Both,N/A,N/A,N/A
k141_167979,Yes,No,Consensus,0.633,0.1148713678121566,Both,N/A,N/A,N/A
NODE_4939_length_1132_cov_1.756732,No,Yes,Consensus,N/A,N/A,N/A,0.867,0.6214421987533569,Both
NODE_383_length_2359_cov_1.778646,No,Yes,Consensus,N/A,N/A,N/A,0.533,0.0001810653193388,Both
k141_170976,Yes,No,Consensus,1.0,0.4037633538246155,Both,N/A,N/A,N/A
k141_112669,Yes,No,Consensus,0.62,0.0928687304258346,Both,N/A,N/A,N/A
k141_82205,Yes,No,Consensus,0.98,0.5074846744537354,Both,N/A,N/A,N/A
k141_148055,Yes,No,Consensus,1.0,0.080734334886074,Both,N/A,N/A,N/A
k141_94597,Yes,No,Consensus,0.887,0.0003560044278856,Both,N/A,N/A,N/A
NODE_1644_length_1525_cov_2.221769,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.1800619661808014,Both
k141_63245,Yes,No,Consensus,0.6,0.016525600105524,Both,N/A,N/A,N/A
k141_20795,Yes,No,Consensus,0.8,0.3115954399108886,Both,N/A,N/A,N/A
k141_93277,Yes,No,Consensus,0.54,0.000447358994279,Both,N/A,N/A,N/A
k141_24587,Yes,No,Consensus,1.0,0.1133955344557762,Both,N/A,N/A,N/A
k141_101880,Yes,No,Consensus,0.76,0.5178163051605225,Both,N/A,N/A,N/A
k141_58331,Yes,No,Consensus,0.967,0.7112307548522949,Both,N/A,N/A,N/A
k141_54056,Yes,No,Consensus,0.873,0.0084129590541124,Both,N/A,N/A,N/A
k141_148467,Yes,No,Consensus,0.827,0.097188800573349,Both,N/A,N/A,N/A
k141_125295,Yes,No,Consensus,,0.1818148791790008,Both,N/A,N/A,N/A
k141_78444,Yes,No,Consensus,0.993,0.0453142672777175,Both,N/A,N/A,N/A
k141_175400,Yes,No,Consensus,0.5,0.0009478409774601,Both,N/A,N/A,N/A
k141_55848,Yes,No,Consensus,0.947,0.1116370558738708,Both,N/A,N/A,N/A
k141_4069,Yes,No,Consensus,0.733,0.0179774742573499,Both,N/A,N/A,N/A
k141_86426,Yes,No,Consensus,0.713,0.2930103540420532,Both,N/A,N/A,N/A
k141_94209,Yes,No,Consensus,0.753,0.0097530903294682,Both,N/A,N/A,N/A
k141_167522,Yes,No,Consensus,1.0,0.0006326769362203,Both,N/A,N/A,N/A
k141_43657,Yes,No,Consensus,0.96,0.0191061701625585,Both,N/A,N/A,N/A
k141_96942,Yes,No,Consensus,0.973,0.0004114684998057,Both,N/A,N/A,N/A
k141_98250,Yes,No,Consensus,1.0,0.0682598203420639,Both,N/A,N/A,N/A
NODE_26_length_4438_cov_7.225416,No,Yes,Consensus,N/A,N/A,N/A,0.567,0.5447288155555725,Both
k141_21376,Yes,No,Consensus,0.607,6.673192274320172e-07,Both,N/A,N/A,N/A
k141_176278,Yes,No,Consensus,0.92,0.0460599362850189,Both,N/A,N/A,N/A
k141_64726,Yes,No,Consensus,0.993,0.0012992471456527,Both,N/A,N/A,N/A
k141_15479,Yes,No,Consensus,,2.9721302325924626e-06,Both,N/A,N/A,N/A
k141_178035,Yes,No,Consensus,0.973,0.0002000037493417,Both,N/A,N/A,N/A
k141_59005,Yes,No,Consensus,0.953,0.1354319155216217,Both,N/A,N/A,N/A
k141_85485,Yes,No,Consensus,0.5,1.0785539416247047e-05,Both,N/A,N/A,N/A
k141_38703,Yes,No,Consensus,1.0,0.9246485233306884,Both,N/A,N/A,N/A
k141_135561,Yes,No,Consensus,0.967,0.0328381098806858,Both,N/A,N/A,N/A
k141_37333,Yes,No,Consensus,0.533,0.0446189567446708,Both,N/A,N/A,N/A
NODE_5795_length_1082_cov_1.383642,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.000320121704135,Both
k141_175236,Yes,No,Consensus,0.98,0.4196969866752624,Both,N/A,N/A,N/A
NODE_2813_length_1315_cov_5.635714,No,Yes,Consensus,N/A,N/A,N/A,0.94,0.0487768873572349,Both
k141_148977,Yes,No,Consensus,0.86,0.796270489692688,Both,N/A,N/A,N/A
k141_82829,Yes,No,Consensus,0.98,0.4219403862953186,Both,N/A,N/A,N/A
k141_70238,Yes,No,Consensus,0.72,5.39599432158866e-06,Both,N/A,N/A,N/A
NODE_210_length_2788_cov_2.079766,No,Yes,Consensus,N/A,N/A,N/A,0.573,0.0002022169792326,Both
k141_147245,Yes,No,Consensus,0.827,0.0001557078503537,Both,N/A,N/A,N/A
k141_33750,Yes,No,Consensus,1.0,0.0034895124845206,Both,N/A,N/A,N/A
k141_2430,Yes,No,Consensus,0.727,0.018967043608427,Both,N/A,N/A,N/A
k141_120119,Yes,No,Consensus,0.827,0.1218759045004844,Both,N/A,N/A,N/A
k141_30369,Yes,No,Consensus,0.64,0.2237968444824218,Both,N/A,N/A,N/A
k141_155848,Yes,No,Consensus,0.967,0.0019240545807406,Both,N/A,N/A,N/A
k141_90572,Yes,No,Consensus,0.667,0.0115429647266864,Both,N/A,N/A,N/A
k141_170794,Yes,No,Consensus,0.753,0.2218731343746185,Both,N/A,N/A,N/A
k141_45335,Yes,No,Consensus,0.96,0.3833225965499878,Both,N/A,N/A,N/A
k141_28743,Yes,No,Consensus,0.58,0.1926517188549041,Both,N/A,N/A,N/A
k141_976,Yes,No,Consensus,1.0,0.9997869729995728,Both,N/A,N/A,N/A
k141_75765,Yes,No,Consensus,0.68,0.1048060581088066,Both,N/A,N/A,N/A
NODE_2397_length_1374_cov_4.510993,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9791239500045776,Both
k141_131676,Yes,No,Consensus,1.0,0.0019221199909225,Both,N/A,N/A,N/A
NODE_58_length_3895_cov_2.256771,No,Yes,Consensus,N/A,N/A,N/A,0.507,3.232509584449872e-07,Both
k141_156944,Yes,No,Consensus,,0.0033175493590533,Both,N/A,N/A,N/A
k141_56091,Yes,No,Consensus,0.867,0.0032584252767264,Both,N/A,N/A,N/A
k141_18708,Yes,No,Consensus,0.847,0.5801123976707458,Both,N/A,N/A,N/A
k141_139370,Yes,No,Consensus,0.993,0.0002705469960346,Both,N/A,N/A,N/A
k141_156602,Yes,No,Consensus,,0.2620784342288971,Both,N/A,N/A,N/A
NODE_6845_length_1035_cov_2.030612,No,Yes,Consensus,N/A,N/A,N/A,0.62,4.727130726678297e-05,Both
k141_57736,Yes,No,Consensus,0.66,0.0066499854438006,Both,N/A,N/A,N/A
k141_32493,Yes,No,Consensus,0.993,0.999946355819702,Both,N/A,N/A,N/A
k141_131967,Yes,No,Consensus,0.72,0.1148302555084228,Both,N/A,N/A,N/A
k141_78110,Yes,No,Consensus,0.733,1.0285378266416956e-05,Both,N/A,N/A,N/A
k141_74800,Yes,No,Consensus,0.533,0.2519048452377319,Both,N/A,N/A,N/A
NODE_2847_length_1312_cov_2.119332,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0001372136030113,Both
k141_39317,Yes,No,Consensus,0.993,0.005834539886564,Both,N/A,N/A,N/A
k141_161124,Yes,No,Consensus,0.987,0.0016045470256358,Both,N/A,N/A,N/A
NODE_6181_length_1063_cov_2.081349,No,Yes,Consensus,N/A,N/A,N/A,0.58,0.00800087954849,Both
k141_11052,Yes,No,Consensus,0.987,0.0017991007771342,Both,N/A,N/A,N/A
k141_153925,Yes,No,Consensus,0.6,0.0819177702069282,Both,N/A,N/A,N/A
k141_38260,Yes,No,Consensus,0.933,0.010927801951766,Both,N/A,N/A,N/A
k141_56814,Yes,No,Consensus,0.867,1.2008490557491314e-06,Both,N/A,N/A,N/A
NODE_3829_length_1212_cov_1.896283,No,Yes,Consensus,N/A,N/A,N/A,0.54,6.485990161309019e-05,Both
NODE_6937_length_1032_cov_1.686796,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.0006002134177833,Both
k141_31494,Yes,No,Consensus,0.627,0.0013901648344472,Both,N/A,N/A,N/A
k141_171031,Yes,No,Consensus,,0.0027574708219617,Both,N/A,N/A,N/A
NODE_705_length_1941_cov_3.234889,No,Yes,Consensus,N/A,N/A,N/A,0.507,0.7129908800125122,Both
k141_140210,Yes,No,Consensus,0.987,0.0084764678031206,Both,N/A,N/A,N/A
k141_127466,Yes,No,Consensus,0.733,0.0241803172975778,Both,N/A,N/A,N/A
k141_174348,Yes,No,Consensus,0.76,0.4128012061119079,Both,N/A,N/A,N/A
k141_19487,Yes,No,Consensus,0.94,0.0222819671034812,Both,N/A,N/A,N/A
k141_141359,Yes,No,Consensus,,0.0015409869374707,Both,N/A,N/A,N/A
k141_167396,Yes,No,Consensus,,0.002060069469735,Both,N/A,N/A,N/A
k141_36690,Yes,No,Consensus,0.993,0.0053323497995734,Both,N/A,N/A,N/A
k141_78919,Yes,No,Consensus,0.84,0.0013471113052219,Both,N/A,N/A,N/A
k141_109183,Yes,No,Consensus,0.993,0.9886799454689026,Both,N/A,N/A,N/A
k141_52539,Yes,No,Consensus,0.587,0.0988206416368484,Both,N/A,N/A,N/A
k141_34517,Yes,No,Consensus,0.953,0.0039060821291059,Both,N/A,N/A,N/A
NODE_725_length_1925_cov_2.355615,No,Yes,Consensus,N/A,N/A,N/A,0.573,0.0129339080303907,Both
k141_53745,Yes,No,Consensus,0.627,0.0288968887180089,Both,N/A,N/A,N/A
k141_19818,Yes,No,Consensus,0.987,0.0977020487189292,Both,N/A,N/A,N/A
k141_171220,Yes,No,Consensus,0.887,0.0013007039669901,Both,N/A,N/A,N/A
k141_41443,Yes,No,Consensus,0.967,0.0044067376293241,Both,N/A,N/A,N/A
k141_113115,Yes,No,Consensus,0.973,0.9724398255348206,Both,N/A,N/A,N/A
NODE_1088_length_1717_cov_2.357401,No,Yes,Consensus,N/A,N/A,N/A,,0.1783044338226318,Both
k141_37420,Yes,No,Consensus,0.94,2.5122054125859e-07,Both,N/A,N/A,N/A
NODE_3085_length_1285_cov_1.267480,No,Yes,Consensus,N/A,N/A,N/A,,0.0075111435726284,Both
k141_24352,Yes,No,Consensus,0.773,0.0413455590605735,Both,N/A,N/A,N/A
k141_70894,Yes,No,Consensus,0.793,0.4503709077835083,Both,N/A,N/A,N/A
k141_49635,Yes,No,Consensus,,0.0093646189197897,Both,N/A,N/A,N/A
NODE_3379_length_1253_cov_1.370618,No,Yes,Consensus,N/A,N/A,N/A,0.927,0.0158594474196434,Both
k141_131358,Yes,No,Consensus,0.973,0.020484659820795,Both,N/A,N/A,N/A
k141_89889,Yes,No,Consensus,0.747,0.0006459820433519,Both,N/A,N/A,N/A
k141_138238,Yes,No,Consensus,0.927,0.0001516521151643,Both,N/A,N/A,N/A
k141_1626,Yes,No,Consensus,1.0,0.1620510369539261,Both,N/A,N/A,N/A
k141_98156,Yes,No,Consensus,0.7,9.059684089152142e-06,Both,N/A,N/A,N/A
k141_31777,Yes,No,Consensus,1.0,0.5141150951385498,Both,N/A,N/A,N/A
k141_171461,Yes,No,Consensus,0.987,0.0242665968835353,Both,N/A,N/A,N/A
k141_6726,Yes,No,Consensus,0.6,0.5014508366584778,Both,N/A,N/A,N/A
k141_170827,Yes,No,Consensus,0.947,0.9878159761428832,Both,N/A,N/A,N/A
k141_156003,Yes,No,Consensus,0.867,0.0006417161785066,Both,N/A,N/A,N/A
k141_43218,Yes,No,Consensus,0.88,0.0005054819630458,Both,N/A,N/A,N/A
k141_79345,Yes,No,Consensus,1.0,0.0931266695261001,Both,N/A,N/A,N/A
k141_118296,Yes,No,Consensus,0.813,0.3204673826694488,Both,N/A,N/A,N/A
k141_171907,Yes,No,Consensus,0.647,0.0035812808200716,Both,N/A,N/A,N/A
k141_119542,Yes,No,Consensus,0.56,2.51974597631488e-07,Both,N/A,N/A,N/A
k141_1434,Yes,No,Consensus,0.56,0.0017135449452325,Both,N/A,N/A,N/A
k141_99436,Yes,No,Consensus,0.807,0.3031490743160248,Both,N/A,N/A,N/A
k141_143026,Yes,No,Consensus,0.533,1.075960085472616e-06,Both,N/A,N/A,N/A
k141_125574,Yes,No,Consensus,0.76,0.0265588220208883,Both,N/A,N/A,N/A
k141_177195,Yes,No,Consensus,0.5,1.631172352745125e-07,Both,N/A,N/A,N/A
k141_144605,Yes,No,Consensus,1.0,0.1671301573514938,Both,N/A,N/A,N/A
k141_37911,Yes,No,Consensus,0.88,0.1058674827218055,Both,N/A,N/A,N/A
k141_40381,Yes,No,Consensus,0.573,0.007634749636054,Both,N/A,N/A,N/A
k141_95673,Yes,No,Consensus,0.793,0.0010682266438379,Both,N/A,N/A,N/A
k141_52471,Yes,No,Consensus,0.947,0.0101679330691695,Both,N/A,N/A,N/A
k141_136731,Yes,No,Consensus,0.827,0.0006347762537188,Both,N/A,N/A,N/A
k141_83961,Yes,No,Consensus,0.873,0.0002737468166742,Both,N/A,N/A,N/A
k141_169415,Yes,No,Consensus,0.867,0.1439129263162613,Both,N/A,N/A,N/A
k141_111223,Yes,No,Consensus,0.967,7.527389971073717e-05,Both,N/A,N/A,N/A
k141_111689,Yes,No,Consensus,1.0,0.1346656829118728,Both,N/A,N/A,N/A
k141_148384,Yes,No,Consensus,0.58,0.2617855668067932,Both,N/A,N/A,N/A
k141_37717,Yes,No,Consensus,0.793,0.0066395252943038,Both,N/A,N/A,N/A
k141_172625,Yes,No,Consensus,0.78,0.060109868645668,Both,N/A,N/A,N/A
k141_153921,Yes,No,Consensus,0.9,0.0007082467200234,Both,N/A,N/A,N/A
k141_98609,Yes,No,Consensus,0.98,2.966003442850252e-08,Both,N/A,N/A,N/A
k141_147777,Yes,No,Consensus,0.72,0.0053506749682128,Both,N/A,N/A,N/A
k141_15669,Yes,No,Consensus,0.893,0.0026912144385278,Both,N/A,N/A,N/A
k141_128072,Yes,No,Consensus,0.72,0.0075131892226636,Both,N/A,N/A,N/A
k141_138055,Yes,No,Consensus,0.987,4.77246373975504e-07,Both,N/A,N/A,N/A
k141_174935,Yes,No,Consensus,0.88,0.0828279182314872,Both,N/A,N/A,N/A
k141_37530,Yes,No,Consensus,0.833,8.008305485418532e-06,Both,N/A,N/A,N/A
k141_46124,Yes,No,Consensus,0.967,0.928112268447876,Both,N/A,N/A,N/A
NODE_5826_length_1080_cov_2.183415,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0015407705213874,Both
k141_86820,Yes,No,Consensus,0.753,0.000130977059598,Both,N/A,N/A,N/A
