sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
NODE_3900_length_1207_cov_1.001736,No,Yes,Consensus,N/A,N/A,N/A,0.527,0.3571505844593048,Both
k141_169366,Yes,No,Consensus,0.953,0.1723199784755706,Both,N/A,N/A,N/A
k141_53349,Yes,No,Consensus,0.607,0.0238137021660804,Both,N/A,N/A,N/A
k141_165905,Yes,No,Consensus,0.887,0.9938020706176758,Both,N/A,N/A,N/A
NODE_4205_length_1182_cov_1.604259,No,Yes,Consensus,N/A,N/A,N/A,0.847,2.145128746633418e-06,Both
k141_63747,Yes,No,Consensus,0.993,0.0368957743048667,Both,N/A,N/A,N/A
k141_62604,Yes,No,Consensus,0.993,0.9951663017272948,Both,N/A,N/A,N/A
k141_7780,Yes,No,Consensus,0.553,0.0006767434533685,Both,N/A,N/A,N/A
k141_68354,Yes,No,Consensus,0.94,0.0054347310215234,Both,N/A,N/A,N/A
k141_97852,Yes,No,Consensus,0.933,0.0014011900639161,Both,N/A,N/A,N/A
k141_157552,Yes,No,Consensus,0.813,0.0002416783827356,Both,N/A,N/A,N/A
k141_165718,Yes,No,Consensus,0.98,0.404720664024353,Both,N/A,N/A,N/A
NODE_6543_length_1047_cov_2.771169,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.9994743466377258,Both
k141_63496,Yes,No,Consensus,0.7,0.0305738113820552,Both,N/A,N/A,N/A
k141_7794,Yes,No,Consensus,0.96,0.5436630249023438,Both,N/A,N/A,N/A
k141_72433,Yes,No,Consensus,0.573,1.5408517128889798e-07,Both,N/A,N/A,N/A
k141_81770,Yes,No,Consensus,0.767,0.0004398266028147,Both,N/A,N/A,N/A
k141_166895,Yes,No,Consensus,0.96,2.9607905162265524e-05,Both,N/A,N/A,N/A
k141_58467,Yes,No,Consensus,0.78,0.0192392412573099,Both,N/A,N/A,N/A
k141_138151,Yes,No,Consensus,0.987,0.0069210915826261,Both,N/A,N/A,N/A
k141_52021,Yes,No,Consensus,0.887,1.3830739931108837e-07,Both,N/A,N/A,N/A
k141_44359,Yes,No,Consensus,0.56,0.9989731311798096,Both,N/A,N/A,N/A
k141_80132,Yes,No,Consensus,0.953,0.0133303916081786,Both,N/A,N/A,N/A
k141_168774,Yes,No,Consensus,0.987,0.1811126172542572,Both,N/A,N/A,N/A
k141_12182,Yes,No,Consensus,0.907,0.3984523117542267,Both,N/A,N/A,N/A
k141_47798,Yes,No,Consensus,0.98,0.8457770943641663,Both,N/A,N/A,N/A
k141_33931,Yes,No,Consensus,0.98,0.755089521408081,Both,N/A,N/A,N/A
k141_22136,Yes,No,Consensus,0.98,0.1169183328747749,Both,N/A,N/A,N/A
k141_42276,Yes,No,Consensus,0.967,1.3609831512439996e-05,Both,N/A,N/A,N/A
k141_60762,Yes,No,Consensus,0.76,0.0181026067584753,Both,N/A,N/A,N/A
k141_64895,Yes,No,Consensus,0.5,0.0012236115289852,Both,N/A,N/A,N/A
k141_177254,Yes,No,Consensus,0.967,0.0684480965137481,Both,N/A,N/A,N/A
k141_176849,Yes,No,Consensus,0.947,0.0137614756822586,Both,N/A,N/A,N/A
k141_58674,Yes,No,Consensus,0.607,0.1651273220777511,Both,N/A,N/A,N/A
k141_175117,Yes,No,Consensus,0.747,0.0003179389459546,Both,N/A,N/A,N/A
k141_173565,Yes,No,Consensus,0.76,0.4128012061119079,Both,N/A,N/A,N/A
k141_135824,Yes,No,Consensus,0.967,0.0328381098806858,Both,N/A,N/A,N/A
k141_135754,Yes,No,Consensus,0.953,0.0014355201274156,Both,N/A,N/A,N/A
k141_104959,Yes,No,Consensus,0.64,0.0127406809478998,Both,N/A,N/A,N/A
k141_181211,Yes,No,Consensus,0.967,0.0003035909903701,Both,N/A,N/A,N/A
k141_4461,Yes,No,Consensus,0.84,1.0421320439490955e-05,Both,N/A,N/A,N/A
k141_78605,Yes,No,Consensus,0.767,0.0030054876115173,Both,N/A,N/A,N/A
NODE_7242_length_1019_cov_2.001037,No,Yes,Consensus,N/A,N/A,N/A,0.893,0.0205698255449533,Both
k141_157689,Yes,No,Consensus,0.927,0.2471293807029724,Both,N/A,N/A,N/A
k141_144002,Yes,No,Consensus,0.787,0.0482763238251209,Both,N/A,N/A,N/A
k141_178872,Yes,No,Consensus,,0.4054481089115143,Both,N/A,N/A,N/A
k141_142118,Yes,No,Consensus,0.52,0.0821339040994644,Both,N/A,N/A,N/A
NODE_6506_length_1049_cov_1.654930,No,Yes,Consensus,N/A,N/A,N/A,0.707,0.0067779035307466,Both
k141_148180,Yes,No,Consensus,0.567,0.0139387091621756,Both,N/A,N/A,N/A
NODE_2142_length_1420_cov_1.674725,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.0053300890140235,Both
k141_79092,Yes,No,Consensus,0.967,0.9998795986175536,Both,N/A,N/A,N/A
k141_23884,Yes,No,Consensus,0.84,0.0075070629827678,Both,N/A,N/A,N/A
k141_31566,Yes,No,Consensus,0.867,0.0242277700453996,Both,N/A,N/A,N/A
k141_79836,Yes,No,Consensus,0.947,2.7050289645558223e-05,Both,N/A,N/A,N/A
k141_142878,Yes,No,Consensus,0.707,0.0002571642107795,Both,N/A,N/A,N/A
k141_95093,Yes,No,Consensus,0.967,0.000219945286517,Both,N/A,N/A,N/A
k141_94346,Yes,No,Consensus,0.907,0.0013176290085539,Both,N/A,N/A,N/A
k141_1810,Yes,No,Consensus,0.927,0.1383668333292007,Both,N/A,N/A,N/A
k141_78777,Yes,No,Consensus,0.907,0.5997446775436401,Both,N/A,N/A,N/A
k141_96817,Yes,No,Consensus,0.567,0.0056070066057145,Both,N/A,N/A,N/A
k141_174104,Yes,No,Consensus,0.987,0.1783454418182373,Both,N/A,N/A,N/A
NODE_2162_length_1415_cov_3.052206,No,Yes,Consensus,N/A,N/A,N/A,0.7,0.000222002970986,Both
k141_173392,Yes,No,Consensus,1.0,0.440643161535263,Both,N/A,N/A,N/A
k141_175427,Yes,No,Consensus,0.707,0.43761146068573,Both,N/A,N/A,N/A
NODE_1170_length_1678_cov_10.825015,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0041645215824246,Both
k141_59101,Yes,No,Consensus,0.58,0.010362253524363,Both,N/A,N/A,N/A
k141_151171,Yes,No,Consensus,0.88,6.346862210193649e-05,Both,N/A,N/A,N/A
k141_19115,Yes,No,Consensus,0.847,0.5801123976707458,Both,N/A,N/A,N/A
k141_44754,Yes,No,Consensus,0.96,0.0191061701625585,Both,N/A,N/A,N/A
k141_155232,Yes,No,Consensus,0.753,0.0576445125043392,Both,N/A,N/A,N/A
k141_37663,Yes,No,Consensus,0.533,0.004234654828906,Both,N/A,N/A,N/A
NODE_191_length_2886_cov_3.518898,No,Yes,Consensus,N/A,N/A,N/A,0.787,0.0262781269848346,Both
k141_93433,Yes,No,Consensus,0.533,0.0063901171088218,Both,N/A,N/A,N/A
k141_13180,Yes,No,Consensus,1.0,0.4876662194728851,Both,N/A,N/A,N/A
k141_143749,Yes,No,Consensus,,0.0008764343801885,Both,N/A,N/A,N/A
k141_75756,Yes,No,Consensus,0.847,0.0010435442673042,Both,N/A,N/A,N/A
NODE_182_length_2913_cov_4.265220,No,Yes,Consensus,N/A,N/A,N/A,0.88,0.1530700325965881,Both
k141_7145,Yes,No,Consensus,0.907,0.2186010032892227,Both,N/A,N/A,N/A
k141_46,Yes,No,Consensus,0.713,0.6024219989776611,Both,N/A,N/A,N/A
NODE_1412_length_1589_cov_1.436115,No,Yes,Consensus,N/A,N/A,N/A,0.88,0.0503912605345249,Both
k141_11229,Yes,No,Consensus,0.613,9.018873970489948e-05,Both,N/A,N/A,N/A
NODE_2708_length_1330_cov_2.379608,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9999619126319884,Both
NODE_3994_length_1198_cov_3.377078,No,Yes,Consensus,N/A,N/A,N/A,0.893,0.5280710458755493,Both
NODE_882_length_1825_cov_1.855932,No,Yes,Consensus,N/A,N/A,N/A,0.547,0.0071125943213701,Both
k141_152346,Yes,No,Consensus,1.0,0.0586173348128795,Both,N/A,N/A,N/A
NODE_6726_length_1040_cov_1.374619,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0001790042151696,Both
k141_25711,Yes,No,Consensus,,0.8760886192321777,Both,N/A,N/A,N/A
k141_24832,Yes,No,Consensus,0.953,0.0001993180485442,Both,N/A,N/A,N/A
k141_52418,Yes,No,Consensus,0.873,0.0217768363654613,Both,N/A,N/A,N/A
NODE_1591_length_1538_cov_1.581254,No,Yes,Consensus,N/A,N/A,N/A,0.94,0.6057766675949097,Both
k141_178698,Yes,No,Consensus,0.893,0.8558386564254761,Both,N/A,N/A,N/A
k141_108509,Yes,No,Consensus,0.58,0.0116600766777992,Both,N/A,N/A,N/A
k141_31510,Yes,No,Consensus,0.733,0.0437495671212673,Both,N/A,N/A,N/A
k141_35490,Yes,No,Consensus,0.987,0.8451120853424072,Both,N/A,N/A,N/A
k141_129531,Yes,No,Consensus,0.973,0.098667986690998,Both,N/A,N/A,N/A
k141_175992,Yes,No,Consensus,0.607,0.5834688544273376,Both,N/A,N/A,N/A
k141_160029,Yes,No,Consensus,,0.9451613426208496,Both,N/A,N/A,N/A
k141_4936,Yes,No,Consensus,0.773,6.358502105285879e-06,Both,N/A,N/A,N/A
k141_137247,Yes,No,Consensus,0.853,0.0001091578160412,Both,N/A,N/A,N/A
k141_29615,Yes,No,Consensus,0.973,0.543339729309082,Both,N/A,N/A,N/A
k141_65412,Yes,No,Consensus,0.987,0.0285859629511833,Both,N/A,N/A,N/A
k141_133190,Yes,No,Consensus,0.62,0.1004387214779853,Both,N/A,N/A,N/A
k141_168403,Yes,No,Consensus,0.867,0.1439129263162613,Both,N/A,N/A,N/A
k141_105021,Yes,No,Consensus,0.78,0.0002534002996981,Both,N/A,N/A,N/A
k141_41159,Yes,No,Consensus,0.733,0.0390380769968032,Both,N/A,N/A,N/A
k141_34313,Yes,No,Consensus,0.76,7.368167280219495e-05,Both,N/A,N/A,N/A
k141_71776,Yes,No,Consensus,0.987,0.4999635517597198,Both,N/A,N/A,N/A
k141_177402,Yes,No,Consensus,0.967,0.6706080436706543,Both,N/A,N/A,N/A
k141_73494,Yes,No,Consensus,0.927,0.0007813622942194,Both,N/A,N/A,N/A
k141_81077,Yes,No,Consensus,0.96,9.384765462527866e-07,Both,N/A,N/A,N/A
k141_34800,Yes,No,Consensus,0.873,9.560746548231692e-05,Both,N/A,N/A,N/A
k141_85161,Yes,No,Consensus,0.5,1.0785539416247047e-05,Both,N/A,N/A,N/A
k141_28030,Yes,No,Consensus,0.58,0.1926517188549041,Both,N/A,N/A,N/A
k141_438,Yes,No,Consensus,1.0,0.4565483033657074,Both,N/A,N/A,N/A
k141_61052,Yes,No,Consensus,0.553,0.5856148600578308,Both,N/A,N/A,N/A
k141_181303,Yes,No,Consensus,0.92,0.9602684378623962,Both,N/A,N/A,N/A
k141_140542,Yes,No,Consensus,1.0,2.357690753740372e-08,Both,N/A,N/A,N/A
k141_86131,Yes,No,Consensus,0.687,0.0008643757319077,Both,N/A,N/A,N/A
k141_24123,Yes,No,Consensus,0.773,0.0413455590605735,Both,N/A,N/A,N/A
k141_74156,Yes,No,Consensus,0.5,0.065612256526947,Both,N/A,N/A,N/A
k141_76144,Yes,No,Consensus,0.9,3.440301225055009e-05,Both,N/A,N/A,N/A
k141_103692,Yes,No,Consensus,0.753,0.2604448795318603,Both,N/A,N/A,N/A
k141_117162,Yes,No,Consensus,0.66,8.010597957763821e-05,Both,N/A,N/A,N/A
k141_152444,Yes,No,Consensus,0.953,0.0115943886339664,Both,N/A,N/A,N/A
NODE_526_length_2115_cov_3.394660,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9907414317131042,Both
k141_27654,Yes,No,Consensus,0.64,0.0001133652331191,Both,N/A,N/A,N/A
k141_37680,Yes,No,Consensus,0.933,0.010927801951766,Both,N/A,N/A,N/A
NODE_1270_length_1641_cov_2.975410,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.4235846698284149,Both
k141_138728,Yes,No,Consensus,,0.1818412989377975,Both,N/A,N/A,N/A
k141_38672,Yes,No,Consensus,,0.8556967973709106,Both,N/A,N/A,N/A
k141_12411,Yes,No,Consensus,0.62,0.0049894843250513,Both,N/A,N/A,N/A
k141_51725,Yes,No,Consensus,0.947,0.6414837837219238,Both,N/A,N/A,N/A
k141_180135,Yes,No,Consensus,0.953,0.988981306552887,Both,N/A,N/A,N/A
k141_78190,Yes,No,Consensus,0.84,0.0013471113052219,Both,N/A,N/A,N/A
NODE_6113_length_1067_cov_1.217391,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.4353178143501282,Both
k141_93863,Yes,No,Consensus,0.567,0.0731229931116104,Both,N/A,N/A,N/A
k141_41855,Yes,No,Consensus,0.96,0.766913890838623,Both,N/A,N/A,N/A
k141_107340,Yes,No,Consensus,0.747,0.0112669756636023,Both,N/A,N/A,N/A
k141_147194,Yes,No,Consensus,0.927,4.659498154069297e-05,Both,N/A,N/A,N/A
k141_73229,Yes,No,Consensus,0.927,0.0218788161873817,Both,N/A,N/A,N/A
k141_174740,Yes,No,Consensus,,0.1767407208681106,Both,N/A,N/A,N/A
k141_101954,Yes,No,Consensus,0.94,0.0002541457652114,Both,N/A,N/A,N/A
k141_80717,Yes,No,Consensus,0.9,0.106873482465744,Both,N/A,N/A,N/A
NODE_1245_length_1651_cov_5.031328,No,Yes,Consensus,N/A,N/A,N/A,0.933,0.0668293610215187,Both
k141_143126,Yes,No,Consensus,0.993,0.8655332326889038,Both,N/A,N/A,N/A
k141_98635,Yes,No,Consensus,0.96,0.197347030043602,Both,N/A,N/A,N/A
k141_82562,Yes,No,Consensus,0.913,0.0302721858024597,Both,N/A,N/A,N/A
k141_85528,Yes,No,Consensus,0.733,1.2931884612044089e-06,Both,N/A,N/A,N/A
k141_55839,Yes,No,Consensus,0.947,0.9320454597473145,Both,N/A,N/A,N/A
k141_57760,Yes,No,Consensus,0.913,0.0007592351175844,Both,N/A,N/A,N/A
NODE_7312_length_1016_cov_2.105099,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.0784043073654174,Both
k141_128446,Yes,No,Consensus,0.5,0.0061317039653658,Both,N/A,N/A,N/A
k141_11026,Yes,No,Consensus,1.0,0.5598510503768921,Both,N/A,N/A,N/A
k141_1460,Yes,No,Consensus,0.56,0.0017135449452325,Both,N/A,N/A,N/A
k141_60707,Yes,No,Consensus,0.667,0.0049667311832308,Both,N/A,N/A,N/A
k141_108092,Yes,No,Consensus,0.96,0.0006897026905789,Both,N/A,N/A,N/A
NODE_1822_length_1486_cov_2.360587,No,Yes,Consensus,N/A,N/A,N/A,0.66,2.403667451744696e-07,Both
k141_123894,Yes,No,Consensus,0.953,0.0610261149704456,Both,N/A,N/A,N/A
k141_144860,Yes,No,Consensus,0.747,0.0150636760517954,Both,N/A,N/A,N/A
k141_26449,Yes,No,Consensus,0.56,9.523642802378164e-05,Both,N/A,N/A,N/A
k141_156545,Yes,No,Consensus,0.653,0.1121285185217857,Both,N/A,N/A,N/A
NODE_3222_length_1269_cov_1.237232,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.1715931445360183,Both
k141_37421,Yes,No,Consensus,0.88,0.1058674827218055,Both,N/A,N/A,N/A
k141_61635,Yes,No,Consensus,0.94,0.0632626414299011,Both,N/A,N/A,N/A
k141_100665,Yes,No,Consensus,0.667,0.0048971595242619,Both,N/A,N/A,N/A
k141_173134,Yes,No,Consensus,0.987,0.0049712639302015,Both,N/A,N/A,N/A
k141_126291,Yes,No,Consensus,0.58,2.234633257103269e-06,Both,N/A,N/A,N/A
NODE_1644_length_1525_cov_2.221769,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.1800619661808014,Both
k141_147685,Yes,No,Consensus,0.8,0.049730759114027,Both,N/A,N/A,N/A
k141_54335,Yes,No,Consensus,0.54,0.0423578992486,Both,N/A,N/A,N/A
k141_55320,Yes,No,Consensus,,0.0086010368540883,Both,N/A,N/A,N/A
k141_136422,Yes,No,Consensus,0.98,0.0174828134477138,Both,N/A,N/A,N/A
NODE_2926_length_1303_cov_1.918269,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.0030751880258321,Both
k141_96061,Yes,No,Consensus,0.767,0.0777840837836265,Both,N/A,N/A,N/A
k141_69688,Yes,No,Consensus,0.507,0.99394428730011,Both,N/A,N/A,N/A
k141_120996,Yes,No,Consensus,0.747,1.827454434533137e-05,Both,N/A,N/A,N/A
NODE_1268_length_1642_cov_3.340265,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.4418410658836365,Both
NODE_5520_length_1095_cov_2.993269,No,Yes,Consensus,N/A,N/A,N/A,0.54,0.0124918622896075,Both
k141_39545,Yes,No,Consensus,1.0,0.9246485233306884,Both,N/A,N/A,N/A
NODE_6845_length_1035_cov_2.030612,No,Yes,Consensus,N/A,N/A,N/A,0.62,4.727130726678297e-05,Both
k141_45353,Yes,No,Consensus,0.967,0.2708194255828857,Both,N/A,N/A,N/A
k141_143180,Yes,No,Consensus,0.533,1.075960085472616e-06,Both,N/A,N/A,N/A
NODE_1332_length_1618_cov_3.543186,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.6379146575927734,Both
k141_59826,Yes,No,Consensus,,0.5536593794822693,Both,N/A,N/A,N/A
k141_113575,Yes,No,Consensus,0.62,0.0928687304258346,Both,N/A,N/A,N/A
NODE_5541_length_1094_cov_2.295476,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.2799174785614013,Both
k141_165952,Yes,No,Consensus,0.96,0.4524570107460022,Both,N/A,N/A,N/A
k141_147351,Yes,No,Consensus,0.967,0.0154203819110989,Both,N/A,N/A,N/A
k141_49636,Yes,No,Consensus,0.893,0.2045522183179855,Both,N/A,N/A,N/A
k141_70079,Yes,No,Consensus,0.747,0.0068318219855427,Both,N/A,N/A,N/A
k141_178192,Yes,No,Consensus,0.68,0.0003327289596199,Both,N/A,N/A,N/A
NODE_2203_length_1407_cov_1.278846,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.0140108158811926,Both
k141_82472,Yes,No,Consensus,0.533,0.0006639363709837,Both,N/A,N/A,N/A
k141_166876,Yes,No,Consensus,1.0,0.9893813133239746,Both,N/A,N/A,N/A
k141_35872,Yes,No,Consensus,0.827,1.6856833099154755e-05,Both,N/A,N/A,N/A
k141_115128,Yes,No,Consensus,0.573,0.0083290971815586,Both,N/A,N/A,N/A
k141_126883,Yes,No,Consensus,0.773,0.003371559549123,Both,N/A,N/A,N/A
NODE_2332_length_1385_cov_3.454887,No,Yes,Consensus,N/A,N/A,N/A,0.947,0.2816865742206573,Both
k141_62376,Yes,No,Consensus,0.947,0.9656400084495544,Both,N/A,N/A,N/A
k141_141018,Yes,No,Consensus,0.993,0.7498438358306885,Both,N/A,N/A,N/A
k141_4697,Yes,No,Consensus,1.0,0.0435751676559448,Both,N/A,N/A,N/A
k141_181040,Yes,No,Consensus,0.54,0.000332919153152,Both,N/A,N/A,N/A
k141_10199,Yes,No,Consensus,0.953,0.4008539319038391,Both,N/A,N/A,N/A
NODE_3124_length_1281_cov_1.168026,No,Yes,Consensus,N/A,N/A,N/A,0.687,0.0755365490913391,Both
NODE_3414_length_1249_cov_1.664154,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.0004711917717941,Both
k141_63799,Yes,No,Consensus,0.68,0.0855148211121559,Both,N/A,N/A,N/A
k141_85288,Yes,No,Consensus,0.653,0.9998492002487184,Both,N/A,N/A,N/A
k141_157700,Yes,No,Consensus,0.5,0.0116027910262346,Both,N/A,N/A,N/A
NODE_239_length_2691_cov_3.421093,No,Yes,Consensus,N/A,N/A,N/A,0.96,0.0293979011476039,Both
k141_23451,Yes,No,Consensus,0.647,0.0298305954784154,Both,N/A,N/A,N/A
NODE_1442_length_1577_cov_1.918528,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.03934857994318,Both
k141_40759,Yes,No,Consensus,0.993,0.052294835448265,Both,N/A,N/A,N/A
k141_100363,Yes,No,Consensus,0.833,0.1519993543624878,Both,N/A,N/A,N/A
k141_156739,Yes,No,Consensus,0.64,2.20913235621234e-11,Both,N/A,N/A,N/A
k141_19247,Yes,No,Consensus,0.527,2.3441296434612013e-05,Both,N/A,N/A,N/A
NODE_1029_length_1742_cov_1.900415,No,Yes,Consensus,N/A,N/A,N/A,0.8,0.2640281319618225,Both
k141_103175,Yes,No,Consensus,0.987,0.8046566247940063,Both,N/A,N/A,N/A
k141_60583,Yes,No,Consensus,0.68,0.0041430806741118,Both,N/A,N/A,N/A
k141_172469,Yes,No,Consensus,0.993,0.7160499691963196,Both,N/A,N/A,N/A
k141_31450,Yes,No,Consensus,1.0,0.0292087290436029,Both,N/A,N/A,N/A
k141_90702,Yes,No,Consensus,0.847,0.001357129891403,Both,N/A,N/A,N/A
k141_101935,Yes,No,Consensus,0.607,0.012983507476747,Both,N/A,N/A,N/A
k141_94641,Yes,No,Consensus,0.76,0.2851490974426269,Both,N/A,N/A,N/A
NODE_133_length_3199_cov_2.799936,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.0134931057691574,Both
k141_97970,Yes,No,Consensus,0.98,0.993445634841919,Both,N/A,N/A,N/A
k141_91080,Yes,No,Consensus,0.667,0.0001789456000551,Both,N/A,N/A,N/A
k141_57890,Yes,No,Consensus,0.793,0.0264428257942199,Both,N/A,N/A,N/A
k141_147780,Yes,No,Consensus,0.907,0.0003634802415035,Both,N/A,N/A,N/A
k141_129266,Yes,No,Consensus,0.98,0.1684097051620483,Both,N/A,N/A,N/A
k141_133974,Yes,No,Consensus,0.793,3.9921043935464695e-05,Both,N/A,N/A,N/A
NODE_1367_length_1604_cov_2.699806,No,Yes,Consensus,N/A,N/A,N/A,0.627,0.0118335308507084,Both
NODE_5707_length_1086_cov_1.526673,No,Yes,Consensus,N/A,N/A,N/A,0.88,0.0022738496772944,Both
k141_73325,Yes,No,Consensus,0.947,0.0545153394341468,Both,N/A,N/A,N/A
k141_109781,Yes,No,Consensus,0.68,0.4539390802383423,Both,N/A,N/A,N/A
k141_79904,Yes,No,Consensus,,0.0001698061969364,Both,N/A,N/A,N/A
k141_157946,Yes,No,Consensus,,0.4523735642433166,Both,N/A,N/A,N/A
k141_173137,Yes,No,Consensus,0.553,0.1160463616251945,Both,N/A,N/A,N/A
k141_100845,Yes,No,Consensus,0.593,2.9465216357493773e-05,Both,N/A,N/A,N/A
k141_155472,Yes,No,Consensus,0.987,0.9872166514396667,Both,N/A,N/A,N/A
NODE_2880_length_1308_cov_4.529130,No,Yes,Consensus,N/A,N/A,N/A,0.913,0.0078008673153817,Both
k141_125946,Yes,No,Consensus,0.88,2.084471759644657e-07,Both,N/A,N/A,N/A
k141_130527,Yes,No,Consensus,0.933,0.1084285974502563,Both,N/A,N/A,N/A
k141_88736,Yes,No,Consensus,0.94,0.0142041789367794,Both,N/A,N/A,N/A
k141_51632,Yes,No,Consensus,0.533,0.5126587152481079,Both,N/A,N/A,N/A
NODE_2529_length_1353_cov_3.356703,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.9974893927574158,Both
k141_98948,Yes,No,Consensus,0.68,0.0192996449768543,Both,N/A,N/A,N/A
NODE_4578_length_1156_cov_3.778383,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.1835726499557495,Both
k141_133796,Yes,No,Consensus,0.967,0.0059740529395639,Both,N/A,N/A,N/A
k141_114389,Yes,No,Consensus,0.96,0.0390980020165443,Both,N/A,N/A,N/A
k141_96683,Yes,No,Consensus,1.0,8.934850484365597e-06,Both,N/A,N/A,N/A
k141_85507,Yes,No,Consensus,0.567,0.9051861763000488,Both,N/A,N/A,N/A
k141_103128,Yes,No,Consensus,0.967,0.0010510525899007,Both,N/A,N/A,N/A
k141_136975,Yes,No,Consensus,0.827,0.0006347762537188,Both,N/A,N/A,N/A
k141_25028,Yes,No,Consensus,1.0,0.0197511296719312,Both,N/A,N/A,N/A
k141_156892,Yes,No,Consensus,,0.2620784342288971,Both,N/A,N/A,N/A
k141_109243,Yes,No,Consensus,0.533,0.0033335841726511,Both,N/A,N/A,N/A
k141_15701,Yes,No,Consensus,1.0,0.0102570941671729,Both,N/A,N/A,N/A
k141_105139,Yes,No,Consensus,,0.0284601561725139,Both,N/A,N/A,N/A
k141_99256,Yes,No,Consensus,0.927,0.5040968060493469,Both,N/A,N/A,N/A
NODE_359_length_2408_cov_3.586910,No,Yes,Consensus,N/A,N/A,N/A,0.947,0.2683396637439728,Both
k141_65736,Yes,No,Consensus,0.88,0.000275013706414,Both,N/A,N/A,N/A
k141_44049,Yes,No,Consensus,0.967,8.555093700124417e-06,Both,N/A,N/A,N/A
k141_76574,Yes,No,Consensus,0.993,6.164995625113079e-08,Both,N/A,N/A,N/A
k141_95483,Yes,No,Consensus,0.507,0.7047263383865356,Both,N/A,N/A,N/A
k141_103938,Yes,No,Consensus,0.993,0.0336717925965786,Both,N/A,N/A,N/A
k141_72088,Yes,No,Consensus,1.0,0.3104475438594818,Both,N/A,N/A,N/A
k141_100352,Yes,No,Consensus,0.833,0.014607498422265,Both,N/A,N/A,N/A
k141_160471,Yes,No,Consensus,0.873,4.361797618912533e-05,Both,N/A,N/A,N/A
k141_67943,Yes,No,Consensus,0.767,0.0248259864747524,Both,N/A,N/A,N/A
k141_26321,Yes,No,Consensus,1.0,0.0001024005396175,Both,N/A,N/A,N/A
NODE_4574_length_1157_cov_1.489111,No,Yes,Consensus,N/A,N/A,N/A,0.76,0.0002277244930155,Both
k141_127232,Yes,No,Consensus,1.0,6.759462121408433e-05,Both,N/A,N/A,N/A
k141_125900,Yes,No,Consensus,0.62,1.5693102568548056e-06,Both,N/A,N/A,N/A
NODE_3379_length_1253_cov_1.370618,No,Yes,Consensus,N/A,N/A,N/A,0.927,0.0158594474196434,Both
k141_95616,Yes,No,Consensus,0.5,6.881742820041836e-08,Both,N/A,N/A,N/A
k141_4443,Yes,No,Consensus,0.987,0.1440943330526352,Both,N/A,N/A,N/A
k141_40312,Yes,No,Consensus,0.607,0.0002767896512523,Both,N/A,N/A,N/A
k141_68254,Yes,No,Consensus,0.533,1.9686011000885628e-05,Both,N/A,N/A,N/A
k141_66222,Yes,No,Consensus,0.673,0.0286139585077762,Both,N/A,N/A,N/A
k141_50213,Yes,No,Consensus,0.98,0.3078638315200805,Both,N/A,N/A,N/A
k141_124447,Yes,No,Consensus,0.967,4.4671657484229854e-09,Both,N/A,N/A,N/A
k141_89039,Yes,No,Consensus,0.773,0.1337997764348983,Both,N/A,N/A,N/A
k141_23768,Yes,No,Consensus,0.66,0.7718542814254761,Both,N/A,N/A,N/A
k141_158695,Yes,No,Consensus,0.533,0.0031963346991688,Both,N/A,N/A,N/A
k141_456,Yes,No,Consensus,0.993,0.0399267263710498,Both,N/A,N/A,N/A
NODE_7176_length_1022_cov_1.561531,No,Yes,Consensus,N/A,N/A,N/A,,1.0,Both
NODE_5912_length_1076_cov_3.395690,No,Yes,Consensus,N/A,N/A,N/A,0.813,0.0619113445281982,Both
k141_62876,Yes,No,Consensus,0.713,3.267786814831197e-05,Both,N/A,N/A,N/A
k141_42908,Yes,No,Consensus,0.993,0.0930078476667404,Both,N/A,N/A,N/A
NODE_533_length_2107_cov_2.312378,No,Yes,Consensus,N/A,N/A,N/A,0.533,0.0697089955210685,Both
k141_53265,Yes,No,Consensus,0.96,0.0813660025596618,Both,N/A,N/A,N/A
NODE_5589_length_1092_cov_3.345227,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.1062355488538742,Both
k141_115203,Yes,No,Consensus,0.967,0.4931917786598205,Both,N/A,N/A,N/A
